,0,1,2,3,4
0,1,12824743206,7584983258,1.0,-1.0
1,2,73780539046,10144901022,0.8999999761581421,-80.99999570846563
2,3,11868369178,7239889503,1.0,-100.0
3,4,25533883013,7890690740,1.0,-100.0
4,5,9120510130,7123099816,0.6000000238418579,-36.000002861023006
5,6,10513366243,7176237871,1.0,-100.0
6,7,21529588339,7791255728,1.0,-100.0
7,8,11837138597,7646056127,1.0,-100.0
8,9,15998154661,8007131952,1.0,-100.0
9,10,28299735640,8751151342,0.8999999761581421,-80.99999570846563
