,0,1,2,3,4
0,1,11470066650,7676963427,0.57,0.668775
1,2,8509792020,6982864092,0.57,34.544687283955504
2,3,9950985310,7321169291,0.57,49.11115879438523
3,4,8515424330,6983588427,0.96,19.67906611429799
4,5,13768055056,8058588762,0.57,98.2451908124524
5,6,10700577111,7460358729,0.57,57.52223020303225
6,7,8983161926,7014923599,1.0,22.111111933063516
7,8,13536877530,8057288085,0.57,94.88485428281219
8,9,10688688475,7306201650,0.99,40.81380842037928
9,10,11967588311,7786949535,0.57,73.22608711886221
